neighbourhood_cleansed,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bathrooms_shared,logprice
I Centro Storico,12.473603248596191,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.976733742420574
I Centro Storico,12.44834,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,False,4.634728988229636
I Centro Storico,12.45963,Entire condo,Entire home/apt,6,2.0,2.0,3.0,False,5.176149732573829
II Parioli/Nomentano,12.51267,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,4.859812404361672
X Ostia/Acilia,12.30367,Entire condo,Entire home/apt,5,1.0,2.0,3.0,False,5.1179938124167546
I Centro Storico,12.475106,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,5.164785973923514
VII San Giovanni/Cinecittà,12.51857,Entire condo,Entire home/apt,2,1.0,1.0,2.0,False,4.110873864173311
VII San Giovanni/Cinecittà,12.51619,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.236441962829949
I Centro Storico,12.500259399414062,Private room in guest suite,Private room,2,1.0,1.0,1.0,False,4.6443908991413725
I Centro Storico,12.50222,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.795790545596741
I Centro Storico,12.45777,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,5.135798437050261
I Centro Storico,12.45747,Entire condo,Entire home/apt,7,2.0,3.0,4.0,False,5.6594822157596205
XV Cassia/Flaminia,12.47216,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.442651256490317
I Centro Storico,12.48531,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.290459441148391
I Centro Storico,12.48301,Entire condo,Entire home/apt,4,1.0,6.0,1.0,False,5.883322388488279
I Centro Storico,12.48032,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,5.087596335232384
I Centro Storico,12.47744,Entire condo,Entire home/apt,4,1.0,2.0,3.0,False,5.47646355193151
I Centro Storico,12.475162,Entire condo,Entire home/apt,6,2.0,2.0,4.0,False,5.480638923341991
XIII Aurelia,12.4331,Entire condo,Entire home/apt,4,1.0,1.0,1.0,False,4.653960350157523
I Centro Storico,12.49906,Room in boutique hotel,Private room,2,1.0,1.0,1.0,False,5.049856007249537
III Monte Sacro,12.53626823425293,Entire condo,Entire home/apt,2,1.0,1.0,2.0,False,4.382026634673881
V Prenestino/Centocelle,12.5236,Entire condo,Entire home/apt,2,1.0,1.0,0.0,False,3.8918202981106265
I Centro Storico,12.49165,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,False,5.017279836814924
X Ostia/Acilia,12.37026,Entire vacation home,Entire home/apt,2,1.0,0.0,1.0,False,3.8066624897703196
V Prenestino/Centocelle,12.53732,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.007333185232471
I Centro Storico,12.47237,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.867534450455582
I Centro Storico,12.466927,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,5.141663556502659
I Centro Storico,12.46964,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.493061443340548
VII San Giovanni/Cinecittà,12.522,Private room in rental unit,Private room,2,1.0,1.0,0.0,False,3.784189633918261
I Centro Storico,12.50258,Entire serviced apartment,Entire home/apt,15,6.0,6.0,10.0,False,7.148345743900067
I Centro Storico,12.471758,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.990432586778736
XIII Aurelia,12.44944,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.51085950651685
I Centro Storico,12.4490966796875,Entire condo,Entire home/apt,4,2.0,2.0,3.0,False,4.927253685157204
V Prenestino/Centocelle,12.53472,Entire loft,Entire home/apt,2,1.5,1.0,2.0,False,4.2626798770413155
VII San Giovanni/Cinecittà,12.504073,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.174387269895637
XII Monte Verde,12.45489,Private room in casa particular,Private room,1,1.0,1.0,1.0,False,3.0910424533583156
I Centro Storico,12.450685501098633,Entire condo,Entire home/apt,6,2.0,2.0,4.0,False,6.4692503167957724
XIII Aurelia,12.45501,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,6.013715156042801
X Ostia/Acilia,12.30773,Private room in rental unit,Private room,2,1.0,1.0,1.0,True,3.6375861597263857
V Prenestino/Centocelle,12.52648,Entire condo,Entire home/apt,4,1.0,2.0,2.0,False,4.31748811353631
I Centro Storico,12.47819,Entire loft,Entire home/apt,2,1.0,1.0,1.0,False,4.465908118654584
I Centro Storico,12.487422,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,False,5.159055299214529
I Centro Storico,12.46315,Shared room in guesthouse,Shared room,1,1.0,1.0,6.0,True,4.143134726391533
I Centro Storico,12.50799,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,2.3025850929940455
I Centro Storico,12.50405,Private room in rental unit,Private room,1,1.0,1.0,0.0,False,4.0943445622221
I Centro Storico,12.5058,Private room in rental unit,Private room,2,1.0,1.0,0.0,False,4.204692619390966
I Centro Storico,12.445701,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.2484952420493585
I Centro Storico,12.459816932678224,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,False,4.634728988229636
VIII Appia Antica,12.500398,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,False,5.135798437050261
I Centro Storico,12.50582,Room in boutique hotel,Private room,2,1.0,1.0,0.0,False,3.912023005428146
I Centro Storico,12.50413,Room in hotel,Private room,1,1.0,1.0,1.0,False,3.6635616461296463
X Ostia/Acilia,12.30634,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.127134385045092
I Centro Storico,12.50564,Room in boutique hotel,Private room,2,1.0,1.0,0.0,False,4.23410650459726
I Centro Storico,12.46435,Private room in guesthouse,Private room,3,1.0,0.0,0.0,False,5.0106352940962555
I Centro Storico,12.5033,Room in hotel,Private room,2,1.0,1.0,1.0,False,4.219507705176107
I Centro Storico,12.47417,Entire condo,Entire home/apt,5,1.0,1.0,2.0,False,4.844187086458591
I Centro Storico,12.50417,Private room in condo,Private room,4,1.0,1.0,2.0,False,4.736198448394496
I Centro Storico,12.482257,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.574710978503383
I Centro Storico,12.503958,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,5.135798437050261
I Centro Storico,12.481791,Private room in condo,Private room,3,1.0,1.0,2.0,False,4.948759890378168
VII San Giovanni/Cinecittà,12.51824,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.584967478670571
I Centro Storico,12.49913,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.10594547390058
I Centro Storico,12.49792,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.10594547390058
I Centro Storico,12.49731,Entire home,Entire home/apt,8,2.0,3.0,4.0,False,5.733341276897745
I Centro Storico,12.49009,Entire rental unit,Entire home/apt,1,1.0,1.0,2.0,False,4.828313737302301
I Centro Storico,12.49929,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.10594547390058
I Centro Storico,12.507029,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,True,4.442651256490317
I Centro Storico,12.4993,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.220355825078324
I Centro Storico,12.49402,Private room in condo,Private room,2,1.0,1.0,1.0,False,4.477336814478206
I Centro Storico,12.49933,Entire home,Entire home/apt,6,1.0,2.0,3.0,False,5.42934562895444
I Centro Storico,12.49886,Entire home,Entire home/apt,6,2.0,2.0,3.0,False,5.407171771460119
I Centro Storico,12.49407,Private room in condo,Private room,2,1.0,1.0,1.0,False,4.499809670330265
I Centro Storico,12.50184,Entire condo,Entire home/apt,4,1.0,2.0,2.0,False,4.605170185988091
I Centro Storico,12.49884,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.220355825078324
I Centro Storico,12.49923,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.220355825078324
I Centro Storico,12.492823,Entire condo,Entire home/apt,5,2.0,2.0,3.0,False,5.91350300563827
I Centro Storico,12.49874,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.10594547390058
X Ostia/Acilia,12.277935,Entire condo,Entire home/apt,4,1.0,2.0,3.0,False,4.74493212836325
I Centro Storico,12.49742,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.10594547390058
I Centro Storico,12.49795,Entire home,Entire home/apt,6,2.0,2.0,3.0,False,5.468060141135131
I Centro Storico,12.47761,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,False,5.247024072160486
I Centro Storico,12.49956,Entire home,Entire home/apt,6,2.0,2.0,3.0,False,5.468060141135131
I Centro Storico,12.481791,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.976733742420574
I Centro Storico,12.49888,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.10594547390058
XIII Aurelia,12.438803,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,5.225746673713201
I Centro Storico,12.49797,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.220355825078324
I Centro Storico,12.49759,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.10594547390058
XIII Aurelia,12.438921,Private room in bed and breakfast,Private room,4,1.0,1.0,2.0,False,6.415096959171595
I Centro Storico,12.49935,Entire home,Entire home/apt,6,1.0,2.0,3.0,False,5.42934562895444
I Centro Storico,12.49948,Entire home,Entire home/apt,6,1.0,2.0,3.0,False,5.42934562895444
I Centro Storico,12.47193,Entire condo,Entire home/apt,2,1.0,0.0,1.0,False,4.762173934797756
I Centro Storico,12.49789,Entire home,Entire home/apt,6,1.0,2.0,3.0,False,5.42934562895444
XIII Aurelia,12.439089,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,5.135798437050261
V Prenestino/Centocelle,12.56806,Entire home,Entire home/apt,4,1.0,1.0,3.0,False,4.174387269895637
I Centro Storico,12.496062,Entire condo,Entire home/apt,4,2.0,2.0,2.0,False,5.0689042022202315
I Centro Storico,12.49901,Entire home,Entire home/apt,6,2.0,2.0,3.0,False,5.407171771460119
I Centro Storico,12.4979,Entire home,Entire home/apt,6,2.0,2.0,3.0,False,5.517452896464707
II Parioli/Nomentano,12.468345,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,False,4.875197323201151
I Centro Storico,12.49748,Entire home,Entire home/apt,6,2.0,2.0,3.0,False,5.517452896464707
I Centro Storico,12.49776,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.220355825078324
I Centro Storico,12.49793,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.220355825078324
II Parioli/Nomentano,12.51434,Entire condo,Entire home/apt,4,1.0,1.0,4.0,False,4.499809670330265
I Centro Storico,12.49924,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.10594547390058
I Centro Storico,12.49892,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.10594547390058
II Parioli/Nomentano,12.52268,Private room in bed and breakfast,Private room,4,1.0,1.0,3.0,False,4.605170185988091
IV Tiburtina,12.62133,Private room in condo,Private room,1,2.0,2.0,1.0,False,4.007333185232471
I Centro Storico,12.49737,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.220355825078324
VIII Appia Antica,12.484129905700684,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.036952602413629
IV Tiburtina,12.63376,Entire villa,Entire home/apt,6,2.5,3.0,3.0,False,4.553876891600541
VII San Giovanni/Cinecittà,12.52389,Entire condo,Entire home/apt,6,2.0,2.0,3.0,False,4.382026634673881
V Prenestino/Centocelle,12.543041229248049,Entire loft,Entire home/apt,4,1.0,1.0,2.0,False,4.382026634673881
I Centro Storico,12.485721,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,5.407171771460119
I Centro Storico,12.49525,Private room in condo,Private room,3,1.0,1.0,2.0,False,4.672828834461906
I Centro Storico,12.49225,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.318119993844216
I Centro Storico,12.447776,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.762173934797756
VIII Appia Antica,12.489757,Entire condo,Entire home/apt,7,2.0,3.0,4.0,False,5.2574953720277815
XIII Aurelia,12.45718002319336,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,5.159055299214529
VII San Giovanni/Cinecittà,12.60573,Private room in bed and breakfast,Private room,3,1.0,1.0,1.0,True,4.007333185232471
VII San Giovanni/Cinecittà,12.60725,Entire condo,Entire home/apt,12,4.0,4.0,6.0,False,5.762051382780177
I Centro Storico,12.48087,Room in boutique hotel,Private room,2,1.0,1.0,1.0,False,6.278521424165844
XIII Aurelia,12.439808584690311,Entire condo,Entire home/apt,4,2.0,1.0,2.0,False,5.579729825986222
XIII Aurelia,12.451621,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,False,4.9344739331306915
XIII Aurelia,12.451621,Entire serviced apartment,Entire home/apt,6,1.0,1.0,2.0,False,5.081404364984463
I Centro Storico,12.46877,Entire condo,Entire home/apt,3,1.5,1.0,3.0,False,4.634728988229636
VII San Giovanni/Cinecittà,12.60519,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,False,4.007333185232471
VII San Giovanni/Cinecittà,12.60572,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,False,4.007333185232471
I Centro Storico,12.46791,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.852030263919617
XI Arvalia/Portuense,12.468568,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.7535901911063645
I Centro Storico,12.46269,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.955827057601261
I Centro Storico,12.46758,Entire condo,Entire home/apt,4,1.0,1.0,1.0,False,4.9344739331306915
I Centro Storico,12.46549,Private room,Private room,2,1.0,1.0,1.0,False,5.0106352940962555
I Centro Storico,12.45564,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,5.093750200806762
I Centro Storico,12.466281,Private room,Private room,3,1.0,1.0,1.0,False,5.598421958998374
XIII Aurelia,12.45373,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.584967478670571
I Centro Storico,12.490607,Entire condo,Entire home/apt,4,1.0,2.0,2.0,False,5.153291594497778
XIII Aurelia,12.45288,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.836281906951478
XIII Aurelia,12.45448,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.61512051684126
I Centro Storico,12.472768,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,False,4.844187086458591
I Centro Storico,12.49833,Shared room in hostel,Shared room,3,1.0,1.0,3.0,True,5.468060141135131
I Centro Storico,12.4679,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,5.529429087511423
XII Monte Verde,12.448006,Entire condo,Entire home/apt,5,1.0,2.0,3.0,False,4.653960350157523
I Centro Storico,12.44815,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.6913478822291435
I Centro Storico,12.49026,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.454347296253507
I Centro Storico,12.473923,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.605170185988091
XV Cassia/Flaminia,12.467961823612423,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.955827057601261
I Centro Storico,12.4778,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,5.521460917862246
VI Roma delle Torri,12.58409,Private room in condo,Private room,2,1.0,1.0,1.0,True,3.6109179126442243
XIII Aurelia,12.4554,Entire condo,Entire home/apt,4,2.0,2.0,2.0,False,4.77912349311153
II Parioli/Nomentano,12.51509,Private room in rental unit,Private room,2,1.0,1.0,2.0,False,4.718498871295094
I Centro Storico,12.47148,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.875197323201151
I Centro Storico,12.46077,Entire home,Entire home/apt,8,2.0,3.0,5.0,False,5.645446897643238
I Centro Storico,12.477033615112298,Entire rental unit,Entire home/apt,6,1.0,1.0,4.0,False,4.9126548857360515
I Centro Storico,12.44529,Entire rental unit,Entire home/apt,8,4.0,3.0,4.0,False,5.455321115357701
VIII Appia Antica,12.488024,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.700480365792416
I Centro Storico,12.46237,Room in boutique hotel,Private room,3,1.0,1.0,2.0,True,5.272999558563747
V Prenestino/Centocelle,12.53872,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,False,4.174387269895637
I Centro Storico,12.47475,Entire condo,Entire home/apt,5,1.0,1.0,3.0,False,5.19295685089021
I Centro Storico,12.46877,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,5.308267697401204
I Centro Storico,12.4764,Entire condo,Entire home/apt,4,1.0,2.0,3.0,False,5.267858159063328
I Centro Storico,12.47698,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.867534450455582
VII San Giovanni/Cinecittà,12.50084,Entire condo,Entire home/apt,4,1.0,2.0,3.0,False,4.7535901911063645
I Centro Storico,12.5004,Entire condo,Entire home/apt,6,3.0,4.0,4.0,False,5.204006687076795
I Centro Storico,12.478837013244627,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,5.703782474656201
II Parioli/Nomentano,12.46918,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,True,4.7535901911063645
I Centro Storico,12.483703946330074,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,False,5.799092654460526
II Parioli/Nomentano,12.46736,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.700480365792416
XIII Aurelia,12.426787,Entire condo,Entire home/apt,5,2.0,3.0,4.0,False,5.153291594497778
II Parioli/Nomentano,12.51368,Private room in rental unit,Private room,3,1.0,1.0,2.0,False,4.882801922586371
II Parioli/Nomentano,12.51474,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.812184355372417
II Parioli/Nomentano,12.46895,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.584967478670571
I Centro Storico,12.45485,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.9126548857360515
I Centro Storico,12.47679,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,5.093750200806762
I Centro Storico,12.46265,Private room in serviced apartment,Private room,2,1.0,1.0,1.0,False,5.123963979403259
I Centro Storico,12.46714,Private room in condo,Private room,2,1.0,1.0,1.0,False,4.61512051684126
I Centro Storico,12.47808,Entire loft,Entire home/apt,2,1.0,0.0,1.0,False,4.828313737302301
I Centro Storico,12.48407,Entire condo,Entire home/apt,5,2.0,2.0,3.0,False,5.831882477283517
I Centro Storico,12.5031,Private room in rental unit,Private room,1,1.0,1.0,1.0,False,4.718498871295094
I Centro Storico,12.47621,Private room in serviced apartment,Private room,1,1.0,1.0,0.0,False,4.31748811353631
I Centro Storico,12.50282,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.962844630259907
I Centro Storico,12.47562,Entire condo,Entire home/apt,2,1.0,1.0,2.0,False,4.787491742782046
I Centro Storico,12.50478,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,False,5.41610040220442
XIV Monte Mario,12.31095,Private room in home,Private room,6,2.0,3.0,5.0,True,3.8501476017100584
I Centro Storico,12.50333,Private room in bed and breakfast,Private room,3,1.0,1.0,3.0,False,5.484796933490655
I Centro Storico,12.45158,Entire condo,Entire home/apt,5,1.0,2.0,3.0,False,5.043425116919247
VII San Giovanni/Cinecittà,12.56689,Entire condo,Entire home/apt,5,2.0,2.0,4.0,False,4.7535901911063645
XV Cassia/Flaminia,12.42573,Entire condo,Entire home/apt,7,3.0,2.0,3.0,False,4.584967478670571
IV Tiburtina,12.58987,Entire vacation home,Entire home/apt,3,1.0,1.0,2.0,False,4.2484952420493585
I Centro Storico,12.46712,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,False,5.0689042022202315
I Centro Storico,12.50035,Entire condo,Entire home/apt,4,1.0,1.0,4.0,False,4.7535901911063645
I Centro Storico,12.494012832641602,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,False,4.605170185988091
V Prenestino/Centocelle,12.53643,Entire loft,Entire home/apt,2,1.0,1.0,2.0,False,3.737669618283368
I Centro Storico,12.46708,Private room in bed and breakfast,Private room,4,1.0,1.0,2.0,False,5.66988092298052
I Centro Storico,12.46705,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,5.3471075307174685
